"","**Characteristic**","**TEST_HOSP**"
"7370","ECVM210907976","1 (<0.1%)"
"7371","ECVM210907977","1 (<0.1%)"
"7372","ECVM210907978","1 (<0.1%)"
"7373","ECVM210907979","1 (<0.1%)"
"7374","ECVM210907980","1 (<0.1%)"
"7375","ECVM210907981","1 (<0.1%)"
"7376","ECVM210907982","1 (<0.1%)"
"7377","ECVM210907983","1 (<0.1%)"
"7378","ECVM210907984","1 (<0.1%)"
"7379","ECVM210907985","1 (<0.1%)"
"7380","ECVM210907986","1 (<0.1%)"
"7381","ECVM210907987","1 (<0.1%)"
"7382","ECVM210907989","1 (<0.1%)"
"7383","ECVM210907990","1 (<0.1%)"
"7384","ECVM210907991","1 (<0.1%)"
"7385","ECVM210907992","1 (<0.1%)"
"7386","ECVM210907993","1 (<0.1%)"
"7387","ECVM210907994","1 (<0.1%)"
"7388","ECVM210907995","1 (<0.1%)"
"7389","ECVM210907996","1 (<0.1%)"
"7390","ECVM210907997","1 (<0.1%)"
"7391","ECVM210907998","1 (<0.1%)"
"7392","ECVM210907999","1 (<0.1%)"
"7393","ECVM210908000","1 (<0.1%)"
"7394","ECVM210908001","1 (<0.1%)"
"7395","ECVM210908003","1 (<0.1%)"
"7396","ECVM210908005","1 (<0.1%)"
"7397","ECVM210908006","1 (<0.1%)"
"7398","ECVM210908007","1 (<0.1%)"
"7399","ECVM210908008","1 (<0.1%)"
"7400","ECVM210908009","1 (<0.1%)"
"7401","ECVM210908010","1 (<0.1%)"
"7402","ECVM210908011","1 (<0.1%)"
"7403","ECVM210908012","1 (<0.1%)"
"7404","ECVM210908013","1 (<0.1%)"
"7405","ECVM210908014","1 (<0.1%)"
"7406","ECVM210908016","1 (<0.1%)"
"7407","ECVM210908017","1 (<0.1%)"
"7408","ECVM210908019","1 (<0.1%)"
"7409","ECVM210908020","1 (<0.1%)"
"7410","ECVM210908022","1 (<0.1%)"
"7411","ECVM210908023","1 (<0.1%)"
"7412","ECVM210908024","1 (<0.1%)"
"7413","ECVM210908025","1 (<0.1%)"
"7414","ECVM210908026","1 (<0.1%)"
"7415","ECVM210908027","1 (<0.1%)"
"7416","ECVM210908028","1 (<0.1%)"
"7417","ECVM210908029","1 (<0.1%)"
"7418","ECVM210908030","1 (<0.1%)"
"7419","ECVM210908031","1 (<0.1%)"
"7420","ECVM210908032","1 (<0.1%)"
"7421","ECVM210908033","1 (<0.1%)"
"7422","ECVM210908034","1 (<0.1%)"
"7423","ECVM210908037","1 (<0.1%)"
"7424","ECVM210908038","1 (<0.1%)"
"7425","ECVM210908039","1 (<0.1%)"
"7426","ECVM210908040","1 (<0.1%)"
"7427","ECVM210908041","1 (<0.1%)"
"7428","ECVM210908042","1 (<0.1%)"
"7429","ECVM210908043","1 (<0.1%)"
"7430","ECVM210908044","1 (<0.1%)"
"7431","ECVM210908045","1 (<0.1%)"
"7432","ECVM210908046","1 (<0.1%)"
"7433","ECVM210908047","1 (<0.1%)"
"7434","ECVM210908048","1 (<0.1%)"
"7435","ECVM210908049","1 (<0.1%)"
"7436","ECVM210908051","1 (<0.1%)"
"7437","ECVM210908052","1 (<0.1%)"
"7438","ECVM210908053","1 (<0.1%)"
"7439","ECVM210908054","1 (<0.1%)"
"7440","ECVM210908055","1 (<0.1%)"
"7441","ECVM210908056","1 (<0.1%)"
"7442","ECVM210908057","1 (<0.1%)"
"7443","ECVM210908058","1 (<0.1%)"
"7444","ECVM210908059","1 (<0.1%)"
"7445","ECVM210908060","1 (<0.1%)"
"7446","ECVM210908061","1 (<0.1%)"
"7447","ECVM210908062","1 (<0.1%)"
"7448","ECVM210908063","1 (<0.1%)"
"7449","ECVM210908064","1 (<0.1%)"
"7450","ECVM210908065","1 (<0.1%)"
"7451","ECVM210908066","1 (<0.1%)"
"7452","ECVM210908067","1 (<0.1%)"
"7453","ECVM210908068","1 (<0.1%)"
"7454","ECVM210908069","1 (<0.1%)"
"7455","ECVM210908070","1 (<0.1%)"
"7456","ECVM210908071","1 (<0.1%)"
"7457","ECVM210908072","1 (<0.1%)"
"7458","ECVM210908073","1 (<0.1%)"
"7459","ECVM210908074","1 (<0.1%)"
"7460","ECVM210908075","1 (<0.1%)"
"7461","ECVM210908076","1 (<0.1%)"
"7462","ECVM210908077","1 (<0.1%)"
"7463","ECVM210908078","1 (<0.1%)"
"7464","ECVM210908079","1 (<0.1%)"
"7465","ECVM210908080","1 (<0.1%)"
"7466","ECVM210908081","1 (<0.1%)"
"7467","ECVM210908082","1 (<0.1%)"
"7468","ECVM210908083","1 (<0.1%)"
"7469","ECVM210908084","1 (<0.1%)"
"7470","ECVM210908085","1 (<0.1%)"
"7471","ECVM210908086","1 (<0.1%)"
"7472","ECVM210908087","1 (<0.1%)"
"7473","ECVM210908088","1 (<0.1%)"
"7474","ECVM210908089","1 (<0.1%)"
"7475","ECVM210908090","1 (<0.1%)"
"7476","ECVM210908091","1 (<0.1%)"
"7477","ECVM210908092","1 (<0.1%)"
"7478","ECVM210908093","1 (<0.1%)"
"7479","ECVM210908094","1 (<0.1%)"
"7480","ECVM210908095","1 (<0.1%)"
"7481","ECVM210908096","1 (<0.1%)"
"7482","ECVM210908097","1 (<0.1%)"
"7483","ECVM210908098","1 (<0.1%)"
"7484","ECVM210908099","1 (<0.1%)"
"7485","ECVM210908100","1 (<0.1%)"
"7486","ECVM210908101","1 (<0.1%)"
"7487","ECVM210908102","1 (<0.1%)"
"7488","ECVM210908103","1 (<0.1%)"
"7489","ECVM210908104","1 (<0.1%)"
"7490","ECVM210908105","1 (<0.1%)"
"7491","ECVM210908106","1 (<0.1%)"
"7492","ECVM210908107","1 (<0.1%)"
"7493","ECVM210908108","1 (<0.1%)"
"7494","ECVM210908109","1 (<0.1%)"
"7495","ECVM210908110","1 (<0.1%)"
"7496","ECVM210908111","1 (<0.1%)"
"7497","ECVM210908112","1 (<0.1%)"
"7498","ECVM210908113","1 (<0.1%)"
"7499","ECVM210908114","1 (<0.1%)"
"7500","ECVM210908115","1 (<0.1%)"
"7501","ECVM210908116","1 (<0.1%)"
"7502","ECVM210908117","1 (<0.1%)"
"7503","ECVM210908118","1 (<0.1%)"
"7504","ECVM210908119","1 (<0.1%)"
"7505","ECVM210908120","1 (<0.1%)"
"7506","ECVM210908121","1 (<0.1%)"
"7507","ECVM210908122","1 (<0.1%)"
"7508","ECVM210908124","1 (<0.1%)"
"7509","ECVM210908125","1 (<0.1%)"
"7510","ECVM210908126","1 (<0.1%)"
"7511","ECVM210908127","1 (<0.1%)"
"7512","ECVM210908128","1 (<0.1%)"
"7513","ECVM210908129","1 (<0.1%)"
"7514","ECVM210908130","1 (<0.1%)"
"7515","ECVM210908131","1 (<0.1%)"
"7516","ECVM210908132","1 (<0.1%)"
"7517","ECVM210908133","1 (<0.1%)"
"7518","ECVM210908134","1 (<0.1%)"
"7519","ECVM210908135","1 (<0.1%)"
"7520","ECVM210908136","1 (<0.1%)"
"7521","ECVM210908137","1 (<0.1%)"
"7522","ECVM210908138","1 (<0.1%)"
"7523","ECVM210908139","1 (<0.1%)"
"7524","ECVM210908141","1 (<0.1%)"
"7525","ECVM210908142","1 (<0.1%)"
"7526","ECVM210908144","1 (<0.1%)"
"7527","ECVM210908146","1 (<0.1%)"
"7528","ECVM210908147","1 (<0.1%)"
"7529","ECVM210908148","1 (<0.1%)"
"7530","ECVM210908149","1 (<0.1%)"
"7531","ECVM210908150","1 (<0.1%)"
"7532","ECVM210908151","1 (<0.1%)"
"7533","ECVM210908152","1 (<0.1%)"
"7534","ECVM210908153","1 (<0.1%)"
"7535","ECVM210908154","1 (<0.1%)"
"7536","ECVM210908155","1 (<0.1%)"
"7537","ECVM210908156","1 (<0.1%)"
"7538","ECVM210908157","1 (<0.1%)"
"7539","ECVM210908158","1 (<0.1%)"
"7540","ECVM210908159","1 (<0.1%)"
"7541","ECVM210908160","1 (<0.1%)"
"7542","ECVM210908161","1 (<0.1%)"
"7543","ECVM210908162","1 (<0.1%)"
"7544","ECVM210908163","1 (<0.1%)"
"7545","ECVM210908164","1 (<0.1%)"
"7546","ECVM210908165","1 (<0.1%)"
"7547","ECVM210908166","1 (<0.1%)"
"7548","ECVM210908167","1 (<0.1%)"
"7549","ECVM210908168","1 (<0.1%)"
"7550","ECVM210908169","1 (<0.1%)"
"7551","ECVM210908170","1 (<0.1%)"
"7552","ECVM210908171","1 (<0.1%)"
"7553","ECVM210908172","1 (<0.1%)"
"7554","ECVM210908173","1 (<0.1%)"
"7555","ECVM210908174","1 (<0.1%)"
"7556","ECVM210908175","1 (<0.1%)"
"7557","ECVM210908176","1 (<0.1%)"
"7558","ECVM210908177","1 (<0.1%)"
"7559","ECVM210908178","1 (<0.1%)"
"7560","ECVM210908179","1 (<0.1%)"
"7561","ECVM210908180","1 (<0.1%)"
"7562","ECVM210908181","1 (<0.1%)"
"7563","ECVM210908182","1 (<0.1%)"
"7564","ECVM210908183","1 (<0.1%)"
"7565","ECVM210908184","1 (<0.1%)"
"7566","ECVM210908186","1 (<0.1%)"
"7567","ECVM210908187","1 (<0.1%)"
"7568","ECVM210908188","1 (<0.1%)"
"7569","ECVM210908189","1 (<0.1%)"
"7570","ECVM210908190","1 (<0.1%)"
"7571","ECVM210908191","1 (<0.1%)"
"7572","ECVM210908192","1 (<0.1%)"
"7573","ECVM210908193","1 (<0.1%)"
"7574","ECVM210908194","1 (<0.1%)"
"7575","ECVM210908195","1 (<0.1%)"
"7576","ECVM210908196","1 (<0.1%)"
"7577","ECVM210908197","1 (<0.1%)"
"7578","ECVM210908198","1 (<0.1%)"
"7579","ECVM210908199","1 (<0.1%)"
"7580","ECVM210908200","1 (<0.1%)"
"7581","ECVM210908201","1 (<0.1%)"
"7582","ECVM210908203","1 (<0.1%)"
"7583","ECVM210908204","1 (<0.1%)"
"7584","ECVM210908205","1 (<0.1%)"
"7585","ECVM210908206","1 (<0.1%)"
"7586","ECVM210908207","1 (<0.1%)"
"7587","ECVM210908209","1 (<0.1%)"
"7588","ECVM210908210","1 (<0.1%)"
"7589","ECVM210908211","1 (<0.1%)"
"7590","ECVM210908212","1 (<0.1%)"
"7591","ECVM210908213","1 (<0.1%)"
"7592","ECVM210908214","1 (<0.1%)"
"7593","ECVM210908215","1 (<0.1%)"
"7594","ECVM210908216","1 (<0.1%)"
"7595","ECVM210908217","1 (<0.1%)"
"7596","ECVM210908218","1 (<0.1%)"
"7597","ECVM210908219","1 (<0.1%)"
"7598","ECVM210908220","1 (<0.1%)"
"7599","ECVM210908221","1 (<0.1%)"
"7600","ECVM210908222","1 (<0.1%)"
"7601","ECVM210908223","1 (<0.1%)"
"7602","ECVM210908224","1 (<0.1%)"
"7603","ECVM210908225","1 (<0.1%)"
"7604","ECVM210908226","1 (<0.1%)"
"7605","ECVM210908227","1 (<0.1%)"
"7606","ECVM210908228","1 (<0.1%)"
"7607","ECVM210908229","1 (<0.1%)"
"7608","ECVM210908231","1 (<0.1%)"
"7609","ECVM210908233","1 (<0.1%)"
"7610","ECVM210908234","1 (<0.1%)"
"7611","ECVM210908235","1 (<0.1%)"
"7612","ECVM210908236","1 (<0.1%)"
"7613","ECVM210908237","1 (<0.1%)"
"7614","ECVM210908238","1 (<0.1%)"
"7615","ECVM210908239","1 (<0.1%)"
"7616","ECVM210908240","1 (<0.1%)"
"7617","ECVM210908241","1 (<0.1%)"
"7618","ECVM210908243","1 (<0.1%)"
"7619","ECVM210908244","1 (<0.1%)"
"7620","ECVM210908246","1 (<0.1%)"
"7621","ECVM210908247","1 (<0.1%)"
"7622","ECVM210908248","1 (<0.1%)"
"7623","ECVM210908249","1 (<0.1%)"
"7624","ECVM210908251","1 (<0.1%)"
"7625","ECVM210908252","1 (<0.1%)"
"7626","ECVM210908253","1 (<0.1%)"
"7627","ECVM210908254","1 (<0.1%)"
"7628","ECVM210908255","1 (<0.1%)"
"7629","ECVM210908256","1 (<0.1%)"
"7630","ECVM210908257","1 (<0.1%)"
"7631","ECVM210908258","1 (<0.1%)"
"7632","ECVM210908259","1 (<0.1%)"
"7633","ECVM210908260","1 (<0.1%)"
"7634","ECVM210908261","1 (<0.1%)"
"7635","ECVM210908263","1 (<0.1%)"
"7636","ECVM210908264","1 (<0.1%)"
"7637","ECVM210908265","1 (<0.1%)"
"7638","ECVM210908266","1 (<0.1%)"
"7639","ECVM210908267","1 (<0.1%)"
"7640","ECVM210908270","1 (<0.1%)"
"7641","ECVM210908271","1 (<0.1%)"
"7642","ECVM210908272","1 (<0.1%)"
"7643","ECVM210908273","1 (<0.1%)"
"7644","ECVM210908274","1 (<0.1%)"
"7645","ECVM210908275","1 (<0.1%)"
"7646","ECVM210908276","1 (<0.1%)"
"7647","ECVM210908277","1 (<0.1%)"
"7648","ECVM210908278","1 (<0.1%)"
"7649","ECVM210908279","1 (<0.1%)"
"7650","ECVM210908280","1 (<0.1%)"
"7651","ECVM210908281","1 (<0.1%)"
"7652","ECVM210908282","1 (<0.1%)"
"7653","ECVM210908284","1 (<0.1%)"
"7654","ECVM210908285","1 (<0.1%)"
"7655","ECVM210908286","1 (<0.1%)"
"7656","ECVM210908287","1 (<0.1%)"
"7657","ECVM210908288","1 (<0.1%)"
"7658","ECVM210908289","1 (<0.1%)"
"7659","ECVM210908290","1 (<0.1%)"
"7660","ECVM210908291","1 (<0.1%)"
"7661","ECVM210908292","1 (<0.1%)"
"7662","ECVM210908293","1 (<0.1%)"
"7663","ECVM210908294","1 (<0.1%)"
"7664","ECVM210908295","1 (<0.1%)"
"7665","ECVM210908296","1 (<0.1%)"
"7666","ECVM210908297","1 (<0.1%)"
"7667","ECVM210908298","1 (<0.1%)"
"7668","ECVM210908299","1 (<0.1%)"
"7669","ECVM210908300","1 (<0.1%)"
"7670","ECVM210908301","1 (<0.1%)"
"7671","ECVM210908302","1 (<0.1%)"
"7672","ECVM210908303","1 (<0.1%)"
"7673","ECVM210908304","1 (<0.1%)"
"7674","ECVM210908305","1 (<0.1%)"
"7675","ECVM210908306","1 (<0.1%)"
"7676","ECVM210908307","1 (<0.1%)"
"7677","ECVM210908308","1 (<0.1%)"
"7678","ECVM210908309","1 (<0.1%)"
"7679","ECVM210908310","1 (<0.1%)"
"7680","ECVM210908311","1 (<0.1%)"
"7681","ECVM210908312","1 (<0.1%)"
"7682","ECVM210908313","1 (<0.1%)"
"7683","ECVM210908314","1 (<0.1%)"
"7684","ECVM210908315","1 (<0.1%)"
"7685","ECVM210908316","1 (<0.1%)"
"7686","ECVM210908318","1 (<0.1%)"
"7687","ECVM210908320","1 (<0.1%)"
"7688","ECVM210908321","1 (<0.1%)"
"7689","ECVM210908322","1 (<0.1%)"
"7690","ECVM210908323","1 (<0.1%)"
"7691","ECVM210908324","1 (<0.1%)"
"7692","ECVM210908325","1 (<0.1%)"
"7693","ECVM210908326","1 (<0.1%)"
"7694","ECVM210908327","1 (<0.1%)"
"7695","ECVM210908328","1 (<0.1%)"
"7696","ECVM210908329","1 (<0.1%)"
"7697","ECVM210908330","1 (<0.1%)"
"7698","ECVM210908331","1 (<0.1%)"
"7699","ECVM210908332","1 (<0.1%)"
"7700","ECVM210908333","1 (<0.1%)"
"7701","ECVM210908334","1 (<0.1%)"
"7702","ECVM210908335","1 (<0.1%)"
"7703","ECVM210908337","1 (<0.1%)"
"7704","ECVM210908338","1 (<0.1%)"
"7705","ECVM210908339","1 (<0.1%)"
"7706","ECVM210908340","1 (<0.1%)"
"7707","ECVM210908341","1 (<0.1%)"
"7708","ECVM210908342","1 (<0.1%)"
"7709","ECVM210908343","1 (<0.1%)"
"7710","ECVM210908344","1 (<0.1%)"
"7711","ECVM210908345","1 (<0.1%)"
"7712","ECVM210908347","1 (<0.1%)"
"7713","ECVM210908348","1 (<0.1%)"
"7714","ECVM210908349","1 (<0.1%)"
"7715","ECVM210908351","1 (<0.1%)"
"7716","ECVM210908352","1 (<0.1%)"
"7717","ECVM210908353","1 (<0.1%)"
"7718","ECVM210908354","1 (<0.1%)"
"7719","ECVM210908355","1 (<0.1%)"
"7720","ECVM210908356","1 (<0.1%)"
"7721","ECVM210908357","1 (<0.1%)"
"7722","ECVM210908358","1 (<0.1%)"
"7723","ECVM210908359","1 (<0.1%)"
"7724","ECVM210908360","1 (<0.1%)"
"7725","ECVM210908361","1 (<0.1%)"
"7726","ECVM210908362","1 (<0.1%)"
"7727","ECVM210908363","1 (<0.1%)"
"7728","ECVM210908364","1 (<0.1%)"
"7729","ECVM210908365","1 (<0.1%)"
"7730","ECVM210908366","1 (<0.1%)"
"7731","ECVM210908367","1 (<0.1%)"
"7732","ECVM210908368","1 (<0.1%)"
"7733","ECVM210908369","1 (<0.1%)"
"7734","ECVM210908370","1 (<0.1%)"
"7735","ECVM210908372","1 (<0.1%)"
"7736","ECVM210908373","1 (<0.1%)"
"7737","ECVM210908374","1 (<0.1%)"
"7738","ECVM210908375","1 (<0.1%)"
"7739","ECVM210908376","1 (<0.1%)"
"7740","ECVM210908377","1 (<0.1%)"
"7741","ECVM210908379","1 (<0.1%)"
"7742","ECVM210908380","1 (<0.1%)"
"7743","ECVM210908381","1 (<0.1%)"
"7744","ECVM210908382","1 (<0.1%)"
"7745","ECVM210908383","1 (<0.1%)"
"7746","ECVM210908384","1 (<0.1%)"
"7747","ECVM210908385","1 (<0.1%)"
"7748","ECVM210908386","1 (<0.1%)"
"7749","ECVM210908387","1 (<0.1%)"
"7750","ECVM210908388","1 (<0.1%)"
"7751","ECVM210908390","1 (<0.1%)"
"7752","ECVM210908391","1 (<0.1%)"
"7753","ECVM210908392","1 (<0.1%)"
"7754","ECVM210908393","1 (<0.1%)"
"7755","ECVM210908395","1 (<0.1%)"
"7756","ECVM210908396","1 (<0.1%)"
"7757","ECVM210908397","1 (<0.1%)"
"7758","ECVM210908398","1 (<0.1%)"
"7759","ECVM210908399","1 (<0.1%)"
"7760","ECVM210908400","1 (<0.1%)"
"7761","ECVM210908401","1 (<0.1%)"
"7762","ECVM210908402","1 (<0.1%)"
"7763","ECVM210908403","1 (<0.1%)"
"7764","ECVM210908404","1 (<0.1%)"
"7765","ECVM210908405","1 (<0.1%)"
"7766","ECVM210908406","1 (<0.1%)"
"7767","ECVM210908407","1 (<0.1%)"
"7768","ECVM210908408","1 (<0.1%)"
"7769","ECVM210908409","1 (<0.1%)"
"7770","ECVM210908410","1 (<0.1%)"
"7771","ECVM210908411","1 (<0.1%)"
"7772","ECVM210908412","1 (<0.1%)"
"7773","ECVM210908413","1 (<0.1%)"
"7774","ECVM210908414","1 (<0.1%)"
"7775","ECVM210908415","1 (<0.1%)"
"7776","ECVM210908416","1 (<0.1%)"
"7777","ECVM210908417","1 (<0.1%)"
"7778","ECVM210908419","1 (<0.1%)"
"7779","ECVM210908420","1 (<0.1%)"
"7780","ECVM210908421","1 (<0.1%)"
"7781","ECVM210908422","1 (<0.1%)"
"7782","ECVM210908423","1 (<0.1%)"
"7783","ECVM210908424","1 (<0.1%)"
"7784","ECVM210908425","1 (<0.1%)"
"7785","ECVM210908426","1 (<0.1%)"
"7786","ECVM210908427","1 (<0.1%)"
"7787","ECVM210908428","1 (<0.1%)"
"7788","ECVM210908429","1 (<0.1%)"
"7789","ECVM210908430","1 (<0.1%)"
"7790","ECVM210908432","1 (<0.1%)"
"7791","ECVM210908433","1 (<0.1%)"
"7792","ECVM210908434","1 (<0.1%)"
"7793","ECVM210908435","1 (<0.1%)"
"7794","ECVM210908436","1 (<0.1%)"
"7795","ECVM210908437","1 (<0.1%)"
"7796","ECVM210908438","1 (<0.1%)"
"7797","ECVM210908439","1 (<0.1%)"
"7798","ECVM210908440","1 (<0.1%)"
"7799","ECVM210908441","1 (<0.1%)"
"7800","ECVM210908442","1 (<0.1%)"
"7801","ECVM210908443","1 (<0.1%)"
"7802","ECVM210908444","1 (<0.1%)"
"7803","ECVM210908445","1 (<0.1%)"
"7804","ECVM210908446","1 (<0.1%)"
"7805","ECVM210908447","1 (<0.1%)"
"7806","ECVM210908448","1 (<0.1%)"
"7807","ECVM210908449","1 (<0.1%)"
"7808","ECVM210908450","1 (<0.1%)"
"7809","ECVM210908451","1 (<0.1%)"
"7810","ECVM210908452","1 (<0.1%)"
"7811","ECVM210908453","1 (<0.1%)"
"7812","ECVM210908454","1 (<0.1%)"
"7813","ECVM210908455","1 (<0.1%)"
"7814","ECVM210908456","1 (<0.1%)"
"7815","ECVM210908458","1 (<0.1%)"
"7816","ECVM210908459","1 (<0.1%)"
"7817","ECVM210908460","1 (<0.1%)"
"7818","ECVM210908461","1 (<0.1%)"
"7819","ECVM210908462","1 (<0.1%)"
"7820","ECVM210908463","1 (<0.1%)"
"7821","ECVM210908464","1 (<0.1%)"
"7822","ECVM210908465","1 (<0.1%)"
"7823","ECVM210908466","1 (<0.1%)"
"7824","ECVM210908467","1 (<0.1%)"
"7825","ECVM210908468","1 (<0.1%)"
"7826","ECVM210908469","1 (<0.1%)"
"7827","ECVM210908470","1 (<0.1%)"
"7828","ECVM210908471","1 (<0.1%)"
"7829","ECVM210908472","1 (<0.1%)"
"7830","ECVM210908474","1 (<0.1%)"
"7831","ECVM210908475","1 (<0.1%)"
"7832","ECVM210908476","1 (<0.1%)"
"7833","ECVM210908477","1 (<0.1%)"
"7834","ECVM210908478","1 (<0.1%)"
"7835","ECVM210908479","1 (<0.1%)"
"7836","ECVM210908480","1 (<0.1%)"
"7837","ECVM210908481","1 (<0.1%)"
"7838","ECVM210908482","1 (<0.1%)"
"7839","ECVM210908483","1 (<0.1%)"
"7840","ECVM210908484","1 (<0.1%)"
"7841","ECVM210908485","1 (<0.1%)"
"7842","ECVM210908486","1 (<0.1%)"
"7843","ECVM210908487","1 (<0.1%)"
"7844","ECVM210908488","1 (<0.1%)"
"7845","ECVM210908489","1 (<0.1%)"
"7846","ECVM210908490","1 (<0.1%)"
"7847","ECVM210908491","1 (<0.1%)"
"7848","ECVM210908492","1 (<0.1%)"
"7849","ECVM210908493","1 (<0.1%)"
"7850","ECVM210908494","1 (<0.1%)"
"7851","ECVM210908495","1 (<0.1%)"
"7852","ECVM210908496","1 (<0.1%)"
"7853","ECVM210908497","1 (<0.1%)"
"7854","ECVM210908498","1 (<0.1%)"
"7855","ECVM210908499","1 (<0.1%)"
"7856","ECVM210908500","1 (<0.1%)"
"7857","ECVM210908501","1 (<0.1%)"
"7858","ECVM210908502","1 (<0.1%)"
"7859","ECVM210908503","1 (<0.1%)"
"7860","ECVM210908504","1 (<0.1%)"
"7861","ECVM210908505","1 (<0.1%)"
"7862","ECVM210908506","1 (<0.1%)"
"7863","ECVM210908507","1 (<0.1%)"
"7864","ECVM210908508","1 (<0.1%)"
"7865","ECVM210908509","1 (<0.1%)"
"7866","ECVM210908510","1 (<0.1%)"
"7867","ECVM210908512","1 (<0.1%)"
"7868","ECVM210908513","1 (<0.1%)"
"7869","ECVM210908514","1 (<0.1%)"
"7870","ECVM210908515","1 (<0.1%)"
"7871","ECVM210908516","1 (<0.1%)"
"7872","ECVM210908517","1 (<0.1%)"
"7873","ECVM210908518","1 (<0.1%)"
"7874","ECVM210908519","1 (<0.1%)"
"7875","ECVM210908520","1 (<0.1%)"
"7876","ECVM210908521","1 (<0.1%)"
"7877","ECVM210908522","1 (<0.1%)"
"7878","ECVM210908523","1 (<0.1%)"
"7879","ECVM210908524","1 (<0.1%)"
"7880","ECVM210908525","1 (<0.1%)"
"7881","ECVM210908526","1 (<0.1%)"
"7882","ECVM210908527","1 (<0.1%)"
"7883","ECVM210908528","1 (<0.1%)"
"7884","ECVM210908530","1 (<0.1%)"
"7885","ECVM210908531","1 (<0.1%)"
"7886","ECVM210908532","1 (<0.1%)"
"7887","ECVM210908533","1 (<0.1%)"
"7888","ECVM210908534","1 (<0.1%)"
"7889","ECVM210908535","1 (<0.1%)"
"7890","ECVM210908536","1 (<0.1%)"
"7891","ECVM210908537","1 (<0.1%)"
"7892","ECVM210908538","1 (<0.1%)"
"7893","ECVM210908539","1 (<0.1%)"
"7894","ECVM210908540","1 (<0.1%)"
"7895","ECVM210908541","1 (<0.1%)"
"7896","ECVM210908543","1 (<0.1%)"
"7897","ECVM210908544","1 (<0.1%)"
"7898","ECVM210908545","1 (<0.1%)"
"7899","ECVM210908546","1 (<0.1%)"
"7900","ECVM210908547","1 (<0.1%)"
"7901","ECVM210908548","1 (<0.1%)"
"7902","ECVM210908549","1 (<0.1%)"
"7903","ECVM210908550","1 (<0.1%)"
"7904","ECVM210908551","1 (<0.1%)"
"7905","ECVM210908552","1 (<0.1%)"
"7906","ECVM210908553","1 (<0.1%)"
"7907","ECVM210908554","1 (<0.1%)"
"7908","ECVM210908555","1 (<0.1%)"
"7909","ECVM210908556","1 (<0.1%)"
"7910","ECVM210908559","1 (<0.1%)"
"7911","ECVM210908560","1 (<0.1%)"
"7912","ECVM210908561","1 (<0.1%)"
"7913","ECVM210908563","1 (<0.1%)"
"7914","ECVM210908565","1 (<0.1%)"
"7915","ECVM210908566","1 (<0.1%)"
"7916","ECVM210908567","1 (<0.1%)"
"7917","ECVM210908568","1 (<0.1%)"
"7918","ECVM210908569","1 (<0.1%)"
"7919","ECVM210908570","1 (<0.1%)"
"7920","ECVM210908571","1 (<0.1%)"
"7921","ECVM210908572","1 (<0.1%)"
"7922","ECVM210908573","1 (<0.1%)"
"7923","ECVM210908574","1 (<0.1%)"
"7924","ECVM210908575","1 (<0.1%)"
"7925","ECVM210908576","1 (<0.1%)"
"7926","ECVM210908577","1 (<0.1%)"
"7927","ECVM210908578","1 (<0.1%)"
"7928","ECVM210908579","1 (<0.1%)"
"7929","ECVM210908580","1 (<0.1%)"
"7930","ECVM210908581","1 (<0.1%)"
"7931","ECVM210908582","1 (<0.1%)"
"7932","ECVM210908583","1 (<0.1%)"
"7933","ECVM210908584","1 (<0.1%)"
"7934","ECVM210908585","1 (<0.1%)"
"7935","ECVM210908586","1 (<0.1%)"
"7936","ECVM210908587","1 (<0.1%)"
"7937","ECVM210908588","1 (<0.1%)"
"7938","ECVM210908589","1 (<0.1%)"
"7939","ECVM210908591","1 (<0.1%)"
"7940","ECVM210908592","1 (<0.1%)"
"7941","ECVM210908593","1 (<0.1%)"
"7942","ECVM210908594","1 (<0.1%)"
"7943","ECVM210908595","1 (<0.1%)"
"7944","ECVM210908596","1 (<0.1%)"
"7945","ECVM210908597","1 (<0.1%)"
"7946","ECVM210908598","1 (<0.1%)"
"7947","ECVM210908599","1 (<0.1%)"
"7948","ECVM210908600","1 (<0.1%)"
"7949","ECVM210908601","1 (<0.1%)"
"7950","ECVM210908602","1 (<0.1%)"
"7951","ECVM210908603","1 (<0.1%)"
"7952","ECVM210908604","1 (<0.1%)"
"7953","ECVM210908605","1 (<0.1%)"
"7954","ECVM210908606","1 (<0.1%)"
"7955","ECVM210908607","1 (<0.1%)"
"7956","ECVM210908608","1 (<0.1%)"
"7957","ECVM210908609","1 (<0.1%)"
"7958","ECVM210908610","1 (<0.1%)"
"7959","ECVM210908611","1 (<0.1%)"
"7960","ECVM210908612","1 (<0.1%)"
"7961","ECVM210908613","1 (<0.1%)"
"7962","ECVM210908614","1 (<0.1%)"
"7963","ECVM210908615","1 (<0.1%)"
"7964","ECVM210908616","1 (<0.1%)"
"7965","ECVM210908617","1 (<0.1%)"
"7966","ECVM210908618","1 (<0.1%)"
"7967","ECVM210908619","1 (<0.1%)"
"7968","ECVM210908620","1 (<0.1%)"
"7969","ECVM210908621","1 (<0.1%)"
"7970","ECVM210908622","1 (<0.1%)"
"7971","ECVM210908623","1 (<0.1%)"
"7972","ECVM210908624","1 (<0.1%)"
"7973","ECVM210908625","1 (<0.1%)"
"7974","ECVM210908626","1 (<0.1%)"
"7975","ECVM210908627","1 (<0.1%)"
"7976","ECVM210908628","1 (<0.1%)"
